3688,10449,7519,7543,8188,3956,4907,5529,3209,5636,7037,9118,8824,7529,6603,9246,7138,5457,5985,2514,999999,9357,3150,5115,6707,6557,7635,8301,4129,11753,11754,9506,7971,8221,7050,7680,8587,9457,6789,9538,10489,12669,14281,18798,15646,10461,9680,4213,6926,7385,3826,1912,8861,8009,6275,14096,15550,14773,10055,10997,13017,13625,10740,10042,13558,8442,10346,9441,7713,9847,12100,13159,5721,10229,7097,5166,6128,6227,11353,12768,9214
8751,6387,7541,6258,7791,7904,5421,4970,6428,7895,8833,4059,8738,8338,7083,1501,2428,4220,3649,6814,10273,999999,7657,8003,11125,5693,9984,13794,12434,8263,8213,14974,13439,10017,5279,5541,16892,17762,15094,15916,18000,14290,15901,17776,23157,18766,15670,10456,10529,17081,12131,10217,17253,16401,14667,21607,14528,5460,2310,7506,3704,5779,9718,7877,5147,5435,13148,14909,9394,11654,13907,3846,6606,2042,2000,6191,7180,11695,6983,8399,8900
3691,10452,7522,7546,8191,3959,4910,3995,3131,5639,7040,7583,8827,7532,6606,7405,5603,3535,4451,1096,4422,7516,999999,2026,3618,3468,4546,5212,5742,8664,11757,9509,7974,8224,3961,4591,10200,11070,8402,6449,8533,9580,11192,15709,13690,12074,6591,3764,3837,5541,5439,3525,10235,9383,7649,12140,12461,12932,8213,7908,11176,10536,7651,6953,10469,5353,10349,9444,7716,9850,12103,11318,2632,9513,5563,5169,6131,6230,8264,9679,6125
5760,11918,9591,9615,10260,6028,6979,4979,5200,7708,9109,6576,10896,9601,8675,5463,4701,4345,5435,3165,5437,5575,2602,999999,1677,1527,2605,5508,6947,6723,13743,11578,10043,10293,2020,2650,11405,12275,9606,9265,11349,7639,9251,13768,16507,13279,9019,4969,5042,6746,6644,4730,12304,11452,9718,14957,10520,10990,6272,5967,9235,8595,5709,5011,8528,3412,12418,11513,9785,11919,14172,9377,691,7572,5189,7238,8200,8299,6322,7738,4184
7110,12180,10941,10965,11610,7378,8329,6329,6550,9058,10459,6838,12245,10951,10025,5726,4963,4607,5067,4515,6786,5837,3952,2580,999999,1789,1300,3913,10318,5418,14006,12927,11392,11643,2282,3051,14776,15646,12977,5582,7666,6334,7946,12463,12823,16649,7714,4635,4708,5452,10014,6080,13654,12802,11068,11273,9215,11253,10342,4662,9497,7290,4404,3706,7223,3674,13768,12863,11135,13269,15522,9639,1183,7834,5452,8588,9550,9649,5017,6433,2879
6882,10935,10713,10737,11382,7150,8101,6101,6322,8830,10231,6352,12018,10723,9797,4593,4128,4121,5666,4287,6559,5001,3724,2352,1744,999999,2429,5332,8069,3315,12760,12700,11165,11415,1797,1262,12527,13397,10729,9090,11174,7463,9075,13592,16331,14401,8843,6091,6164,6870,7766,5852,13426,12574,10840,14781,10344,10007,4297,3205,8252,4453,5534,4836,8353,1759,13540,12635,10907,13041,15294,8394,956,6999,4966,8361,9323,9421,6147,7562,4008
7817,16596,11648,11672,12317,8085,9036,7036,7257,9765,11166,7288,12953,11658,10732,6175,5413,5056,5517,5222,7494,6286,4660,3287,1209,2238,999999,4618,9933,5034,18421,13635,12100,12350,2732,2667,14391,15261,12593,7576,9660,5950,7561,12078,14817,16265,7330,7027,5683,6156,9630,6787,15604,14752,12994,13267,8830,15668,9958,4277,13913,6905,4020,3322,6839,4123,14475,13570,11843,13976,16229,14055,1891,8284,5901,9296,10258,10356,4633,6048,2494
8562,19732,12394,12418,13063,8830,9781,7969,8003,10511,11911,10411,13698,12404,11478,9298,8536,7509,8426,5968,6442,9410,5405,6410,3998,5362,4613,999999,4312,8169,21557,14380,12845,13096,5855,5803,7106,7976,5308,1700,3784,3579,3292,8823,8942,8980,1842,3260,2062,1570,4373,5661,11647,12316,9592,7392,5575,18804,13093,7413,17049,10041,7156,6458,9975,6629,15221,14315,12588,14721,16974,17190,5014,11407,9024,10041,11003,11102,7769,9175,5630
7591,14353,11423,11446,12091,7859,8810,9432,7113,9539,10940,13021,12727,11432,10506,13149,11041,8359,9889,6418,3903,13260,5890,6835,6495,8277,7596,4318,999999,11714,15658,11771,11874,12124,8771,9400,4571,5441,2773,4570,6473,6889,6602,12133,11630,6445,5153,2577,5137,3369,971,3123,9112,9777,7057,10080,8885,18676,13958,10957,16921,13392,10700,10002,13326,10162,14249,13344,11617,13750,16003,17062,7441,14132,11001,9070,10032,10130,11392,11463,9174
9624,9229,10382,10299,10632,9288,8957,6354,7812,11572,12973,7052,11579,12127,10872,2886,3495,5604,5033,7029,9300,4281,6466,5094,4486,2784,5526,9336,15040,999999,11054,15441,13906,14157,2370,2632,19498,20369,17700,11457,13541,9831,11442,13318,18699,21372,11211,8833,10790,12622,14737,8594,20711,19859,18101,17149,10070,8301,2590,3047,6545,1882,5259,3418,2874,1318,15989,15376,13649,14495,16748,6687,3697,6255,4659,7575,10426,12163,3087,4502,4441
11415,1825,4912,4830,4304,10568,7462,7634,9092,9256,8852,6669,6109,7415,8444,8054,10446,8658,9186,9478,12937,7979,10321,11346,17688,12255,16547,14568,15098,14825,999999,17638,11631,10036,11842,12104,19556,20426,17758,22478,24562,20852,22464,24339,29720,21430,22232,13120,13193,14897,14795,12881,19917,19065,17307,28170,21091,11358,8872,14068,4462,12341,16280,14439,11710,11997,10519,12139,10755,9026,11279,6121,11953,6699,8409,7707,8432,11518,13546,14961,15462
4492,13252,10322,10346,10991,4760,7372,8332,6012,6440,7841,11921,9628,8334,7408,12049,9941,8260,8788,6148,7985,12160,6784,8749,10341,10191,11269,11935,10649,15387,14557,999999,5370,9026,10685,11314,10595,11465,13309,13172,15256,16304,17915,22432,20413,12469,13314,10488,10560,12264,10346,8433,8139,6429,7846,18863,19184,17576,12858,14631,15820,17259,14374,13676,15695,12076,8812,6840,5113,10651,12904,15962,9355,13032,9900,7969,6933,3626,14987,16402,12848
4486,10223,6320,7149,7108,5155,4885,8727,6407,2509,3528,8515,5315,4021,3095,12444,10336,8655,9183,6543,8380,12555,7179,9144,10736,10586,11664,12330,11044,15782,11528,7250,999999,4713,11079,11709,10990,11860,13704,13567,15651,16698,18310,22827,20808,12863,13709,10882,10955,12659,10741,8827,10851,11527,8241,19258,19579,17971,13252,15026,16215,17654,14769,14071,16090,12471,6838,4414,1543,6338,8591,11539,9750,11433,10295,6216,3545,1390,15382,16797,13243
4771,8648,6029,7129,5533,5717,5146,7468,6937,2794,1933,8968,3794,3423,3356,12974,10865,9185,9713,8948,10785,13085,9584,11549,13141,12991,14069,14735,13449,18187,9953,8642,5169,999999,13484,14114,14059,14929,16109,15972,18056,19103,20715,25232,23213,15933,16114,13287,13360,15064,13146,11232,13920,12919,11310,21663,21984,15719,13782,17431,10433,17251,17174,16475,16620,14876,2176,2370,4293,2382,4635,9963,12155,9858,10825,6477,3805,5056,17786,19202,15648
8489,10567,8689,7655,9719,8756,9096,6494,5055,10437,11838,5456,10666,12330,11404,4225,3635,3225,5173,5894,8165,4509,5331,3959,3351,1649,2778,6588,11299,2947,12392,14306,12771,13022,999999,1497,15758,16628,13959,8942,11026,7316,8927,13107,16184,17631,8696,7698,7049,8126,10996,7459,15033,14181,12423,14634,9859,9639,3929,2837,7884,4085,5049,3208,6079,1391,15147,14241,12514,14648,16901,8025,2562,6506,4070,7715,10929,11028,3873,5288,3861
9093,16529,12925,12949,13594,9361,10312,8313,8534,11042,12442,8564,14229,12935,12009,10186,6689,6333,6793,6499,8770,7563,5936,4563,2485,3515,1344,5154,9866,4966,18354,14911,13376,13627,4008,999999,14324,15194,12525,7508,9593,5882,7494,12011,14750,16198,7262,8303,5616,6693,9562,8063,15536,14685,12926,13200,8763,15601,9890,4210,13845,6838,3953,3255,6771,3425,15751,14846,13119,15252,17505,13987,3167,9560,7177,10572,11534,11632,4566,5981,2427
9348,18108,15178,15202,15847,9616,12228,13188,10868,11296,12697,16777,14484,13189,12263,16905,14796,13116,13644,10006,8432,17016,10642,12607,11024,14049,15459,7329,4961,19015,19413,11662,12852,13881,14542,16648,999999,959,3531,7580,9426,9899,9613,15144,13435,1962,8163,7107,8186,6380,5501,7652,5128,6886,3074,10548,11896,22432,17713,18258,20676,19827,14074,17303,19760,15934,16006,14322,12595,15507,17760,20818,13213,17887,14756,12825,11788,11109,17826,17898,16475
10251,19011,16081,16105,16750,10519,13131,14091,11771,12199,13600,17680,15387,14092,13166,17808,15700,14019,14547,10909,9335,17919,11545,13510,11928,14952,16362,8232,5864,19918,20316,12565,13755,14784,15445,17551,941,999999,4434,8483,8123,10802,10516,16047,12512,1040,9066,8010,9089,7283,6404,8555,6032,7789,3977,9625,12799,23335,18616,19162,21579,20730,14977,18206,20663,16837,16909,15225,13498,16410,18663,21721,14116,18790,15659,13728,12692,12012,18729,18801,17379
9759,16520,13590,13614,14259,10027,10978,11600,9280,11707,13108,15189,14894,13600,12674,15317,13209,10526,12056,8585,6070,15428,8057,9003,8663,10444,9432,4967,2599,12988,17825,13938,14041,14292,10938,10621,3482,4352,999999,5218,6398,7537,7251,12782,11254,5355,5801,4745,5824,4018,3139,5290,8023,9780,5968,8367,9534,20844,16126,12232,19088,14866,11712,11276,14800,12330,16417,15512,13784,15918,18171,19230,9609,16299,13168,11237,12199,12298,12866,12937,10449
10549,22270,14380,14404,15049,10817,11768,9956,9989,12497,13898,12689,15685,14390,13464,15928,16819,9496,10412,7954,8018,17323,7391,7972,6277,7640,8421,2426,4547,10708,24095,16367,14832,15082,8134,9610,7341,8211,5542,999999,2147,2609,2323,7853,7305,7458,873,4969,4048,1855,5086,7237,11882,13892,9827,5755,4606,21342,15632,9951,19587,12579,6784,8996,12513,11946,17207,16302,14574,16708,18961,19729,7292,19296,11524,12028,12989,13088,10307,11722,8925
11889,23610,15720,15744,16389,12157,13108,11296,11329,13837,15238,14029,17024,15730,14804,17268,18159,10836,11752,9294,9768,18663,8731,9312,7616,8980,9760,3766,6450,12048,25435,17706,16172,16422,9473,10950,9244,7938,6102,2199,999999,3949,3662,9193,5977,6987,2213,6586,5388,3624,6989,8988,13785,15643,11731,4427,5945,22682,16972,11291,20927,13919,8123,10336,13853,13285,18547,17642,15914,18048,20301,21068,8632,20636,12864,13367,14329,14428,11647,13062,10265
11244,21747,15075,15099,23150,11512,12463,10651,10684,13192,14593,15117,16380,15085,14159,15405,16296,10191,11107,8649,9123,16800,8086,11117,6971,10068,7897,3121,6344,10185,23572,17062,15527,15777,10562,9087,9138,10008,7340,1814,3898,999999,1799,7330,9055,9209,1568,5941,4743,2979,7055,8343,13679,14998,11624,7506,4082,20819,15109,9428,19064,12056,6260,8473,11990,11422,17902,16997,15269,17403,19656,19205,9720,18773,17459,12723,13684,13783,9784,11199,8402
13922,20022,21176,21093,21425,14189,15141,17430,13362,15870,17271,13392,19057,17763,16837,13680,14571,11161,16109,11327,9296,15075,10764,9392,7313,8343,6172,3294,6516,8460,21847,19739,18204,18455,8837,7361,9311,10181,7512,1987,4071,361,999999,5605,9228,9381,1741,6114,4916,3152,7227,8516,18597,17745,15987,7678,2357,19094,13383,7703,17339,10331,4535,6748,10265,9697,20580,19674,17947,20081,22334,17480,7995,17048,15734,15400,16362,16461,8059,9474,6677
17988,22499,23652,23570,23902,18255,19207,19907,17428,19936,21337,17458,23123,21829,20903,16157,17048,15227,18586,15393,17360,17552,14830,13458,11379,12409,10238,8910,12132,10936,24324,23805,22270,22521,12903,11427,14927,15797,13128,7603,9687,5977,7588,999999,11492,14997,7357,11730,10532,8768,16454,16580,22428,21577,19818,13294,3457,21571,15860,10180,19816,12808,7012,9225,12742,12174,24646,23740,22013,24147,26400,19957,12061,19525,18211,19466,20428,20527,10536,11951,9154
17231,28952,21063,21086,21731,17499,18450,16638,16671,19179,20580,19371,22367,21072,20146,22610,23501,16178,17094,14636,15110,24005,14074,14654,12959,14322,15103,9109,11792,17390,30778,23049,21514,21764,14816,16292,13851,13016,11496,7541,5397,9291,9005,12083,999999,11271,7555,11929,10731,8966,12332,14330,18921,20679,16886,3396,11288,28025,22314,16633,26269,19261,13466,15678,19195,18628,23889,22984,21257,23390,25643,26411,13974,25979,18206,18710,19672,19770,16989,18405,15607
11144,19904,16974,16998,17643,11412,14023,14984,12664,13092,14493,18573,16280,14985,14059,18701,16592,14912,15440,11802,10228,18812,12438,14403,12820,15844,17255,9125,6757,20811,21209,13458,14648,15677,16338,18444,1834,1000,5327,7653,7243,10392,10106,15637,11090,999999,8656,8902,9982,8175,7297,9448,6924,8682,4870,8204,12389,24228,19509,20054,22472,21622,14567,19099,21556,17729,17802,16118,14391,17303,19556,22614,15009,19683,16552,14621,13584,12905,19622,19694,18271
9749,21859,13580,13604,14249,10017,10968,9156,9189,11697,13098,11889,14885,13590,12664,15516,10014,8696,9612,7154,7628,10888,6591,7172,5476,6840,6092,1626,4849,10296,23684,15567,14032,14282,7334,7281,7643,8513,5845,319,2403,2197,1911,7442,7560,7714,999999,4446,3248,1484,5560,6848,12184,13503,10129,6010,4194,20931,15220,9540,19175,12168,6372,8584,12101,11534,16407,15502,13774,15908,18161,19317,6492,18885,10724,11228,12189,12288,9895,10362,8514
7413,14174,11244,11268,11913,7680,8632,6819,6853,9361,10762,10408,12548,11254,10328,10214,8428,6360,7276,4818,3513,10326,4255,4836,3942,6278,5043,3560,3327,9161,15479,11359,11695,11946,6771,6795,7785,8655,5987,4797,6881,7944,6389,13211,12038,9659,4939,999999,2584,3313,3014,2733,10217,9365,7607,10488,9963,19603,13892,8405,17847,10840,8148,7450,10773,8163,14071,13165,11438,13572,15825,17989,5442,11519,8388,8891,9853,9952,8839,8911,6622
6572,18805,10404,10428,11072,6840,7791,5979,6012,8521,9921,9568,11708,10414,9488,12463,7588,5519,6436,3978,6042,9485,3415,3995,3102,5437,4747,2294,5365,8303,14639,12390,10855,11106,5931,5936,8159,9029,6361,3531,5615,6219,5123,11485,10772,10033,3673,2894,999999,2623,6989,5266,12964,12112,10353,9223,8237,17877,12167,7546,16122,9114,7289,6591,9048,6762,13230,12325,10598,12731,14984,16264,4602,15831,7547,8051,9013,9111,7114,7185,5763
8990,21223,12822,12846,13491,9258,10209,8397,8431,10939,12339,11895,14126,12832,11906,14881,10006,7937,8854,6396,6296,10894,5833,6414,5520,6846,6098,1633,3472,9654,17057,14808,13273,13524,7340,7287,6266,7136,4468,1641,3725,3519,3233,8764,8883,8140,1783,3114,2490,999999,4011,5516,10807,12171,8752,7333,5516,20295,14585,8898,18540,11532,7694,7942,11466,8113,15649,14743,13016,15149,17402,18682,6499,12892,9966,10469,11431,11530,9532,9603,7115
6641,13402,10472,10496,11141,6908,7860,8482,6162,8589,9989,12071,11776,10482,9556,12199,10090,7408,8938,5467,2952,12310,4939,5884,6230,7326,8405,4657,2745,12523,14707,10820,10923,11174,7820,8450,7203,8074,5405,5894,7978,7772,7486,13017,13135,9077,6036,2484,4872,4111,999999,2172,9679,8827,7069,11585,9769,17725,13007,11766,15970,14332,11509,10811,14266,9211,13299,12393,10666,12800,15053,16112,6491,13181,10050,8119,9081,9180,12332,12403,9983
6401,13162,10232,10256,10901,6669,7620,8242,5922,8349,9750,11831,11537,10242,9316,11959,9851,7169,8699,5227,2713,12070,4700,5645,5962,7087,8165,5566,2283,12283,14467,10335,10684,10934,7580,8210,6741,7611,4942,6803,8643,10952,8394,16218,13800,8615,6945,2367,4604,5539,1979,999999,8385,7533,5775,12250,12970,17486,12768,11527,15731,13847,11270,10572,13781,8972,13059,12154,10426,12560,14813,15872,6251,12942,9811,7880,8842,8940,11846,11918,9744
9364,18124,15194,15218,15863,9632,12244,13204,10884,11312,12713,16793,14500,13205,12279,16921,14813,13132,13660,10022,10877,17032,10658,12623,14215,14065,15475,14469,10275,19031,19429,8521,13735,13897,14558,16664,4987,5857,7930,15706,17790,16947,18559,22214,18528,6861,18327,10462,13094,14798,9971,10097,999999,1885,4527,15641,18966,22448,17730,18275,20692,19843,18018,17320,19776,15950,14893,15205,13478,15523,18042,20834,13229,17904,14772,12841,11805,11991,17842,17914,16492
8454,17214,14284,14308,14953,8722,11334,12294,9974,10402,11803,15883,13590,12295,11369,16011,13903,12222,12750,9112,9967,16122,9748,11713,13305,13155,14565,13559,9364,18121,18519,6675,11889,12987,13648,15754,6726,7596,9669,14796,16880,16037,17649,21304,22037,8600,17417,9552,12184,13888,9061,9186,1826,999999,4988,17380,18056,21538,16820,17365,19782,18933,17107,16409,18866,15040,13046,13359,11631,14613,16196,19924,12319,16993,13862,11931,10895,10145,16932,17004,15582
6298,15058,12128,12152,12797,6566,9177,10138,7818,8246,9647,13727,11434,10139,9213,13855,11746,10066,10594,6956,7810,13966,7592,9556,11149,10998,12409,11403,7208,15965,16363,8612,9802,10831,11492,13598,3275,4146,6219,12639,14723,13881,15492,19148,16622,5149,15261,7396,10027,11732,6905,7030,4418,4626,999999,13735,15900,19381,14663,15208,17626,16776,14951,14253,16710,12883,12956,11272,9545,12457,14710,17768,10163,14837,11706,9775,8738,8058,14776,14847,13425
16346,28067,20177,20201,20846,16613,17565,15752,15786,18294,19695,18486,21481,20187,19261,21725,22616,15293,16209,13751,14136,23119,13188,13769,12073,13436,14217,8223,10665,16504,29892,22163,20628,20879,13930,15406,10526,9691,8171,6655,4512,8406,8119,13650,3003,7946,6670,11043,9845,8081,11205,13356,15596,17354,13561,999999,10402,27139,21428,15748,25383,18376,12580,14793,18310,17742,23004,22098,20371,22505,24758,25525,13089,25093,17321,17824,18786,18885,16104,17519,14722
14582,19093,20247,20164,20497,14850,15801,16501,14022,16530,17931,14052,19718,18423,17497,12751,13642,11821,15180,11987,13954,14146,11424,10052,7974,9003,6833,5505,8727,7531,20918,20400,18865,19115,9497,8022,11521,12391,9723,4197,6281,2571,4182,3469,11439,11592,3951,8325,7127,5362,13049,13174,19023,18171,16413,9889,999999,18165,12455,6774,16410,9402,3607,5819,9336,8769,21240,20335,18607,20741,22994,16552,8656,16119,14806,16060,17022,17121,7130,8545,5748
